transaction_id,purchasing_time,customer_id,product_id,price_per_unit,unit,destination_district,destination_province,postal_code
trans_24,2022-10-19 21:06,23,pot-bella-9975b,500.00,1,ประเวศ,กรุงเทพมหานคร,10250
trans_25,2022-10-28 13:09,24,phi-02-08,90.00,1,ปากเกร็ด,นนทบุรี,11120
trans_25,2022-10-28 13:09,24,pot-bella-9975w,500.00,1,ปากเกร็ด,นนทบุรี,11120
trans_26,2022-10-10 00:03,25,pot-bella-2213g,189.00,1,เมืองสมุทรปราการ,สมุทรปราการ,10270
trans_26,2022-10-10 00:03,25,pot-bella-2213w,189.00,1,เมืองสมุทรปราการ,สมุทรปราการ,10270
trans_26,2022-10-10 00:03,25,pot-bella-2212g,89.00,1,เมืองสมุทรปราการ,สมุทรปราการ,10270
trans_26,2022-10-10 00:03,25,pot-bella-2211w,42.00,1,เมืองสมุทรปราการ,สมุทรปราการ,10270
trans_26,2022-10-10 00:03,25,pot-bella-2211g,42.00,1,เมืองสมุทรปราการ,สมุทรปราการ,10270
trans_26,2022-10-10 00:03,25,pot-bella-2212w,89.00,1,เมืองสมุทรปราการ,สมุทรปราการ,10270
trans_27,2022-10-10 01:33,26,pot-bella-2211be,42.00,1,วัฒนา,กรุงเทพมหานคร,10110
trans_27,2022-10-10 01:33,26,pot-bella-2212g,89.00,1,วัฒนา,กรุงเทพมหานคร,10110
trans_27,2022-10-10 01:33,26,pot-bella-2211w,42.00,1,วัฒนา,กรุงเทพมหานคร,10110
trans_28,2022-10-17 14:39,27,pot-bella-2211w,42.00,1,เมืองอุบลราชธานี,อุบลราชธานี,34000
trans_28,2022-10-17 14:39,27,pot-bella-2212w,89.00,1,เมืองอุบลราชธานี,อุบลราชธานี,34000
trans_29,2022-10-18 20:54,28,pot-bella-2212be,89.00,3,บางกะปิ,กรุงเทพมหานคร,10240
trans_29,2022-10-18 20:54,28,pot-bella-2212g,89.00,2,บางกะปิ,กรุงเทพมหานคร,10240
trans_29,2022-10-18 20:54,28,pot-bella-2212w,89.00,2,บางกะปิ,กรุงเทพมหานคร,10240
trans_29,2022-10-18 20:54,28,fer-01,40,1,บางกะปิ,กรุงเทพมหานคร,10240
trans_30,2022-10-02 16:05,29,pot-bella-2211w,42.00,1,จตุจักร,กรุงเทพมหานคร,10900
